Unnamed: 0,x,y,frame,label,DBSCAN,HDBSCAN
79,-38177.1912301716,-6552.646508965142,253.0,0,0,21
80,-38260.42091780797,-6545.883054621479,254.0,0,0,21
81,-38333.616103574604,-6486.950125373677,255.0,0,0,21
82,-38318.69926600445,-6607.046126012988,255.0,0,0,21
83,-38346.692425644746,-6475.534411832587,258.0,0,0,21
84,-38407.63671275948,-6468.837598678586,258.0,0,0,21
85,-38369.197839497545,-6460.015775268616,258.0,0,0,21
86,-38462.32928202656,-6459.732921699444,259.0,0,0,21
87,-38496.709416303616,-6353.175339409583,260.0,0,0,21
88,-38529.86187592913,-6374.8189202322665,260.0,0,0,21
89,-38645.690583323165,-6350.163341082137,261.0,0,0,21
90,-38660.38087649063,-6281.42674874014,262.0,0,0,21
91,-38705.4911977588,-6271.786617540089,262.0,0,0,21
92,-38709.11183852042,-6302.352683371578,262.0,0,0,21
93,-38746.07567019851,-6360.9861591234185,264.0,0,0,21
94,-38821.620137285805,-6338.863505153311,266.0,0,0,21
95,-38831.52439112888,-6344.154782423781,266.0,0,0,21
96,-38870.23256866157,-6273.650897699791,268.0,0,0,21
97,-38959.91141898902,-6246.717834447152,269.0,0,0,21
98,-39042.26871669392,-6217.8399429954825,270.0,0,0,21
99,-38983.48639747318,-6162.532542491105,270.0,0,0,21
100,-39044.88567630512,-6101.874458730635,271.0,0,0,21
101,-39142.99804090383,-6030.10456126611,272.0,0,0,21
102,-39192.38373990283,-5954.6701793512375,273.0,0,0,21
103,-39206.57211859675,-5902.509700018953,274.0,0,0,21
104,-39318.94053754988,-5896.101680581519,275.0,0,0,21
105,-39288.38770985993,-5804.482214666199,278.0,0,0,21
106,-39388.256549152255,-5874.217531655914,279.0,0,0,21
107,-39479.83105083567,-5801.522070118444,280.0,0,0,21
108,-39577.172991136526,-5834.43030978617,281.0,0,0,-1
109,-39698.44522592435,-5856.058072765707,282.0,0,0,-1
110,-39754.64350092859,-5785.698634727667,283.0,0,0,-1
111,-39696.85440388491,-5774.203542225162,283.0,0,0,-1
112,-39767.62229636928,-5803.43277506734,283.0,0,0,-1
113,-39825.45953599228,-5758.056526468684,286.0,0,0,-1
114,-39878.155700608746,-5684.272884958443,289.0,0,0,-1
115,-39963.77077337893,-5586.989997308167,290.0,0,0,-1
237,33013.97121322021,23492.010574045053,437.0,-1,-1,-1
238,-26526.203950720315,18290.88094461068,468.0,-1,-1,-1
239,16772.342485784,-20356.562483485413,344.0,-1,-1,-1
240,17743.81589413112,24920.283523768383,249.0,-1,-1,17
241,-6319.4970658774255,20318.480878608752,57.0,-1,-1,17
242,-9221.392666439797,-11635.661509551535,158.0,-1,-1,18
243,-22704.433945407505,-5838.66210179808,312.0,-1,-1,-1
244,39362.79782135644,-36007.767175534646,303.0,-1,-1,-1
245,19475.05595332807,24084.14214853324,335.0,-1,-1,17
246,17616.664816613615,-35722.33934033697,47.0,-1,-1,-1
247,-5043.6538439543365,-25899.45032913328,493.0,-1,-1,-1
248,24340.241644023383,-25633.519173972505,89.0,-1,-1,-1
249,10791.857923404794,4614.418793409299,104.0,-1,-1,-1
250,23284.64411372321,-4958.390130730128,342.0,-1,-1,-1
251,-30114.285214435607,-21524.493290458395,394.0,-1,-1,-1
252,-35093.888704613346,30029.95946604109,386.0,-1,-1,5
253,-21286.65179791618,18502.00631119124,214.0,-1,-1,-1
254,-5973.321894842236,-12476.855873794831,332.0,-1,-1,-1
255,-17583.046737975146,-13665.84486957721,14.0,-1,-1,23
256,-10734.070748282393,-562.003286724088,305.0,-1,-1,-1
257,-52.38956918182521,-26189.95054228276,391.0,-1,-1,-1
258,20974.6299379583,28554.034821036737,159.0,-1,-1,-1
259,-26930.410087664844,-920.5781473926618,207.0,-1,-1,-1
260,-34483.83082645564,-7686.306396272826,266.0,1,0,21
261,-34493.40884691501,-7777.516023251708,267.0,1,0,21
262,-34518.85652651448,-7749.636758508856,267.0,1,0,21
263,-34586.71629750153,-7819.423106531489,268.0,1,0,21
264,-34647.478262422905,-7886.562301955305,270.0,1,0,21
265,-34660.64747689362,-7884.607734370685,270.0,1,0,21
266,-34755.355069522564,-7935.573154955268,271.0,1,0,21
267,-34706.16157333667,-7985.703651789503,271.0,1,0,21
268,-34768.86527648944,-8043.584327040507,272.0,1,0,21
269,-34850.85561103718,-8111.455373887507,273.0,1,0,21
270,-34905.738805712324,-8178.744849780756,274.0,1,0,21
271,-34933.27364167629,-8123.51037314695,274.0,1,0,21
272,-34939.475098004565,-8152.528345734496,274.0,1,0,21
273,-35022.11197808043,-8125.024414591391,278.0,1,0,21
274,-35109.513858683,-8148.338776384936,279.0,1,0,21
275,-35021.394743927354,-8182.014692250419,279.0,1,0,21
276,-35109.990247027825,-8117.580096804098,279.0,1,0,21
277,-35119.45533682549,-8080.63173573295,280.0,1,0,21
278,-35153.93386769919,-8222.392231704229,280.0,1,0,21
279,-35214.304963094,-8210.412369461463,281.0,1,0,21
280,-35110.486225146,-8234.780195115301,286.0,1,0,21
281,-35301.40960723973,-8291.495093819483,286.0,1,0,21
282,-35278.30121319906,-8261.12956144722,286.0,1,0,21
283,-35297.785728143295,-8306.404282515641,286.0,1,0,21
284,-35256.74711475438,-8398.77953105322,287.0,1,0,21
285,-35357.62100613492,-8423.669938377074,288.0,1,0,21
286,-35461.58519992983,-8445.228871828525,289.0,1,0,21
287,-35419.77587268224,-8411.969532630517,289.0,1,0,21
288,-35443.46602598749,-8418.30552983349,289.0,1,0,21
289,-35349.69635602545,-8500.347495271559,289.0,1,0,21
290,-35448.49858634187,-8464.110169083495,289.0,1,0,21
291,-35499.57657550226,-8530.873355901125,290.0,1,0,21
292,-35425.29409923221,-8590.793699630589,290.0,1,0,21
293,-35382.693481772374,-8612.17712699531,292.0,1,0,21
294,-35393.01897951562,-8542.319389814236,294.0,1,0,21
295,-35465.338181798674,-8660.057215894229,295.0,1,0,21
296,-35560.04269901836,-8659.127831679603,297.0,1,0,21
297,-35607.28774047375,-8744.394660527536,298.0,1,0,21
298,-35702.40295876108,-8788.346496136766,300.0,1,0,21
299,-35712.9537462398,-8776.305783523738,300.0,1,0,21
300,-35630.011331104164,-8823.480996298978,302.0,1,0,21
301,-35836.7086203596,-8808.951075391018,302.0,1,0,21
302,-35827.20310712901,-8787.559127699895,302.0,1,0,21
303,-35846.12032615107,-8870.268440727206,305.0,1,0,21
304,-35925.02180172525,-8936.80042305212,306.0,1,0,21
305,-35920.956916442985,-9008.531649066608,307.0,1,0,21
306,-36018.97293077675,-9011.367442217848,309.0,1,0,21
307,-36010.13571994856,-9006.919855395661,309.0,1,0,21
308,-35941.937858605896,-9109.316021387374,309.0,1,0,21
309,-36053.9315640296,-9094.446479989823,310.0,1,0,21
310,-36088.23924150432,-9177.73632573569,311.0,1,0,21
311,-36157.74755904466,-9303.925371191055,314.0,1,0,21
312,-36282.672379219046,-9275.291450728757,316.0,1,0,21
313,-36353.41670159205,-9331.203369219314,318.0,1,0,21
314,-36332.29089642537,-9353.240242858248,318.0,1,0,21
315,-36361.77812350522,-9346.94889675098,318.0,1,0,21
316,-36359.21663423704,-9466.262011043236,319.0,1,0,21
317,-36355.44812104054,-9584.272228571925,320.0,1,0,21
318,-36437.60178839044,-9592.839001610002,321.0,1,0,21
319,-36291.7260424207,-9662.240056628909,321.0,1,0,21
320,-36327.78171759727,-9758.33128977219,323.0,1,0,21
321,-36467.47674621383,-9681.951127060422,324.0,1,0,21
322,-36257.562839244245,-9841.90484464783,324.0,1,0,21
323,-36385.91136885207,-9817.877824526806,324.0,1,0,21
324,-36467.94393579021,-9777.278409221552,325.0,1,0,21
325,-36406.6604454465,-9875.61720394816,326.0,1,0,21
326,-36553.89264647143,-9709.707679783243,327.0,1,0,21
327,-36539.52278129889,-9885.21648650592,327.0,1,0,21
328,-36477.63808363213,-9950.343240485632,328.0,1,0,21
329,-36586.55920391332,-10005.229255106276,329.0,1,0,21
330,-36623.12866106659,-9854.86174172258,330.0,1,0,21
331,-36666.69277386101,-9923.115319979428,331.0,1,0,21
332,-36550.1232583925,-10108.09877677504,332.0,1,0,21
333,-36616.71668731393,-10078.267704412589,332.0,1,0,21
334,-36764.521295587496,-9934.056174016758,333.0,1,0,21
335,-36606.84886465681,-10199.830815217758,333.0,1,0,21
336,-36833.549180140726,-10011.406310016526,334.0,1,0,21
337,-36862.19857069176,-9969.282808468974,334.0,1,0,21
338,-36822.67381422677,-9943.724913018314,334.0,1,0,21
339,-36645.27061722352,-10314.396252464085,334.0,1,0,21
340,-36553.30370236632,-10289.120176883664,334.0,1,0,21
341,-36708.42764071041,-10155.630523120755,334.0,1,0,21
342,-36872.3286219657,-10115.045166878805,335.0,1,0,21
343,-36944.407931515925,-9955.433316720431,335.0,1,0,21
344,-36713.30609569225,-10286.777711308856,336.0,1,0,21
345,-36740.60992115502,-10324.041733093234,336.0,1,0,21
346,-36967.159299909945,-10094.83806438848,337.0,1,0,21
347,-36767.85644913397,-10408.108109157389,337.0,1,0,21
348,-37030.01596083086,-10172.484855315131,339.0,1,0,21
349,-37033.0740172813,-10119.044107209178,339.0,1,0,21
350,-37147.72991489036,-10189.702558063102,340.0,1,0,21
351,-37039.23687165256,-10208.547406670976,340.0,1,0,21
352,-36841.57419355191,-10432.749553750387,340.0,1,0,21
353,-37157.09988412177,-10257.057971779142,341.0,1,0,21
354,-36790.21001402855,-10462.697024851812,341.0,1,0,21
355,-36860.15431350483,-10548.363509043522,342.0,1,0,21
356,-36840.3314670115,-10565.62238243736,342.0,1,0,21
357,-37292.76528468996,-10276.769165975586,344.0,1,0,21
358,-37263.20260014882,-10221.797796572391,344.0,1,0,21
359,-37274.25624111181,-10344.686148759833,345.0,1,0,21
360,-36786.54300672483,-10653.80375011057,345.0,1,0,21
361,-37255.13657462808,-10429.276450706842,347.0,1,0,21
362,-36696.28080373131,-10709.234580490163,347.0,1,0,21
363,-36714.92604414709,-10647.158975593848,347.0,1,0,21
364,-36814.12305584116,-10723.776178322423,347.0,1,0,21
365,-37367.582482441685,-10428.553231110249,348.0,1,0,21
366,-37354.08621214234,-10471.317710022424,348.0,1,0,21
367,-36818.730998425286,-10743.293697529833,348.0,1,0,21
368,-37344.91388272662,-10522.950317787145,349.0,1,0,21
369,-37433.96344550688,-10505.95448332574,349.0,1,0,21
370,-36939.33731385393,-10804.993905077938,349.0,1,0,21
371,-36880.65845791954,-10792.203641522392,349.0,1,0,21
372,-36891.67907209349,-10813.058294709104,349.0,1,0,21
373,-37491.568657182215,-10512.545970571273,350.0,1,0,21
374,-36942.81928866487,-10883.56536543142,350.0,1,0,21
375,-37547.1378758625,-10620.788225486667,351.0,1,0,21
376,-37029.905424529774,-10954.230154754116,352.0,1,0,21
377,-37621.68005290945,-10652.87081049666,353.0,1,0,21
378,-37675.24439106846,-10770.649944157933,355.0,1,0,21
379,-37732.53625147094,-10843.341865948189,356.0,1,0,21
380,-37791.19986782724,-10955.158172588446,357.0,1,0,21
381,-37794.4529249425,-10906.449695988094,357.0,1,0,21
382,-37055.84986470891,-11053.04594564119,357.0,1,0,21
383,-37120.982176933045,-11125.977576221208,359.0,1,0,21
384,-37149.69531442305,-11027.000371426517,359.0,1,0,21
385,-37879.58832456504,-10960.730300121422,361.0,1,0,21
386,-37257.79924079495,-11113.727136410773,361.0,1,0,21
387,-37067.80553978535,-11113.680497822945,361.0,1,0,21
388,-37974.12174412827,-10974.138262477,362.0,1,0,21
389,-37181.81526281071,-11226.39654910156,362.0,1,0,21
390,-37990.99226435184,-11103.853448385797,363.0,1,0,21
391,-37108.93529003588,-11317.014761747276,363.0,1,0,21
392,-37888.45616188823,-11139.018666050952,365.0,1,0,21
393,-38044.03056231743,-11061.751222296918,365.0,1,0,21
394,-37117.29391154744,-11384.789091904056,365.0,1,0,21
395,-38052.87665681919,-11188.004049974506,366.0,1,0,21
396,-38047.96036903418,-11083.204882662656,366.0,1,0,21
397,-37195.04337791071,-11435.567783965256,366.0,1,0,21
398,-37178.310406574354,-11443.233544619554,366.0,1,0,21
399,-38027.03507239164,-11211.176395147138,367.0,1,0,21
400,-37287.520426242496,-11477.684016469024,367.0,1,0,21
401,-37250.25128606627,-11498.130501274083,367.0,1,0,21
402,-38077.85215465868,-11298.810868797058,368.0,1,0,21
403,-37394.31733977569,-11507.249220117876,368.0,1,0,21
404,-38187.82834906421,-11269.439427820824,369.0,1,0,21
405,-38066.49118654204,-11424.098545260948,369.0,1,0,21
406,-37394.040452361776,-11602.047344810428,369.0,1,0,21
407,-37332.33167093678,-11517.767004444955,369.0,1,0,21
408,-37360.90671608769,-11534.275649893392,369.0,1,0,21
409,-38154.571726318834,-11442.944065193218,370.0,1,0,21
410,-37326.759560098224,-11696.061979069173,370.0,1,0,21
411,-37426.29459591077,-11579.327865572486,370.0,1,0,21
412,-38233.51875229218,-11445.90049107864,371.0,1,0,21
413,-38171.86740358528,-11545.018341883537,371.0,1,0,21
414,-37502.53725791331,-11606.47211124796,371.0,1,0,21
415,-38307.41906657426,-11476.549128028144,372.0,1,0,21
416,-38261.32767284974,-11533.904583621676,372.0,1,0,21
417,-37292.2253807283,-11744.969250955972,372.0,1,0,21
418,-37559.98067151124,-11640.38482527398,372.0,1,0,21
419,-37581.15954996967,-11672.300813568829,372.0,1,0,21
420,-37585.2188428584,-11726.087684555838,373.0,1,0,21
421,-38332.09524153141,-11554.973600995729,374.0,1,0,21
422,-37688.73456559454,-11755.853275691708,374.0,1,0,21
423,-38414.81881599256,-11600.756758010615,375.0,1,0,21
424,-38378.8915319603,-11628.582753809227,375.0,1,0,21
425,-37224.05276571759,-11811.820498522558,375.0,1,0,21
426,-37432.97088999871,-11743.277777997588,375.0,1,0,21
427,-37229.42133211826,-11789.91696481412,375.0,1,0,21
428,-37709.91063856046,-11814.651229243576,375.0,1,0,21
429,-38383.88037647269,-11713.954768621728,376.0,1,0,21
430,-37402.72346919658,-11849.524013415928,376.0,1,0,21
431,-37332.373151944565,-11863.426878562468,376.0,1,0,21
432,-37373.79952944196,-11851.286729908124,376.0,1,0,21
433,-37774.95356926687,-11910.6695454665,376.0,1,0,21
434,-37800.01774636677,-11740.234518258998,376.0,1,0,21
435,-38523.63835468869,-11778.79444376272,377.0,1,0,21
436,-37311.70271136898,-11968.277364041362,377.0,1,0,21
437,-37288.66264846333,-11929.228708822706,377.0,1,0,21
438,-37895.88248538622,-11771.308147548769,377.0,1,0,21
439,-37390.95070102063,-11964.508626309134,378.0,1,0,21
440,-37394.90985074808,-11982.21294587811,378.0,1,0,21
441,-38635.92510232105,-11749.419494444346,379.0,1,0,21
442,-37436.07300664655,-12018.35167413953,379.0,1,0,21
443,-38716.36327796685,-11662.161558214904,380.0,1,0,21
444,-38689.39994572265,-11829.627460467402,380.0,1,0,21
445,-37491.46381575545,-12142.712457274129,380.0,1,0,21
446,-37974.81306215175,-11809.219699351086,380.0,1,0,21
447,-37485.42319252888,-12223.166528549811,381.0,1,0,21
448,-38071.44866429573,-11765.825268352595,381.0,1,0,21
449,-38693.38994940461,-11828.109566214564,382.0,1,0,21
450,-38757.941894928896,-11815.547764506526,382.0,1,0,21
451,-38758.8655414318,-11810.389845041836,382.0,1,0,21
452,-38153.46676851633,-11800.730608041164,382.0,1,0,21
453,-38821.20305589275,-11770.431295659686,383.0,1,0,21
454,-38804.462566465,-11859.698579144022,383.0,1,0,21
455,-37510.684685223016,-12322.148552100402,383.0,1,0,21
456,-38206.37646475885,-11913.7047552866,383.0,1,0,21
457,-38901.22743436049,-11846.29795315433,384.0,1,0,21
458,-38287.96296326635,-11989.36604136148,384.0,1,0,21
459,-38970.3947742925,-11932.1620196213,385.0,1,0,21
460,-37520.899677694666,-12409.898170154262,385.0,1,0,21
461,-38382.331540288025,-12045.228596970032,385.0,1,0,21
462,-38342.90040494642,-12068.596022373276,385.0,1,0,21
463,-39017.971873729446,-12027.75247744565,386.0,1,0,21
464,-37454.900472365065,-12499.62524375852,386.0,1,0,21
465,-38981.78136924997,-12115.63071904457,388.0,1,0,21
466,-39107.0554524834,-12073.534984303613,388.0,1,0,21
467,-39089.26545800506,-12062.91728423847,388.0,1,0,21
468,-38416.30223429216,-12128.486731992316,389.0,1,0,21
469,-39173.30478606715,-12075.098077973184,390.0,1,0,21
470,-37481.87384652152,-12585.828459951485,390.0,1,0,21
471,-37504.09756203119,-12561.41898061518,390.0,1,0,21
472,-39241.222030867415,-12146.079208501167,391.0,1,0,21
473,-37527.7235760472,-12671.207787582362,391.0,1,0,21
474,-39290.054639324335,-12072.807122122664,392.0,1,0,21
475,-37591.73237571594,-12710.121718428916,392.0,1,0,21
476,-37501.19841648651,-12779.07954080957,392.0,1,0,21
477,-38522.47076343846,-12178.626528577395,392.0,1,0,21
478,-38535.42670248618,-12108.118008124517,392.0,1,0,21
479,-39270.37156896195,-12177.734296905395,393.0,1,0,21
480,-37574.104156256304,-12832.621299835895,393.0,1,0,21
481,-37629.566358854725,-12709.22894485913,393.0,1,0,21
482,-38597.92489212591,-12238.976596485534,393.0,1,0,21
483,-39346.716248985285,-12215.202314415454,394.0,1,0,21
484,-39326.7471200299,-12280.39598056348,394.0,1,0,21
485,-39431.35767344722,-12272.379170088814,395.0,1,0,21
486,-39459.0268154213,-12239.456966898217,395.0,1,0,21
487,-37652.356039063125,-12822.690859074735,395.0,1,0,21
488,-38710.42142118377,-12275.471015135176,395.0,1,0,21
489,-38706.470423898994,-12226.545501747372,395.0,1,0,21
490,-39541.9894438593,-12308.397108511472,396.0,1,0,21
491,-39510.71305471582,-12221.06752918678,396.0,1,0,21
492,-37714.92913029653,-12919.30563029483,396.0,1,0,21
493,-37745.04855268163,-12851.698898174009,396.0,1,0,21
494,-37755.24348775155,-12977.036009302908,397.0,1,0,21
495,-37777.54030020401,-12992.937196730049,397.0,1,0,21
496,-38792.99204961114,-12209.65879829331,397.0,1,0,21
497,-38760.45702051058,-12375.576662439851,397.0,1,0,21
498,-38823.76241732143,-12260.275044507733,397.0,1,0,21
499,-38683.85891282561,-12357.091701185574,397.0,1,0,21
500,-39591.08053967389,-12203.270917890284,398.0,1,0,21
501,-39601.60116305073,-12315.091824688952,398.0,1,0,21
502,-37699.87755486781,-13094.456453702329,398.0,1,0,21
503,-37851.3787200524,-13072.845828767156,398.0,1,0,21
504,-37719.08990905472,-13087.041792303056,398.0,1,0,21
505,-38643.19311301721,-12311.073310425734,398.0,1,0,21
506,-39706.88724289049,-12244.124505527216,400.0,1,0,21
507,-38710.32329601765,-12323.643821416816,400.0,1,0,21
508,-39746.74184071832,-12327.567754815946,402.0,1,0,21
509,-39741.568742961615,-12336.337815516456,402.0,1,0,21
510,-37783.27344838996,-13160.318551550186,402.0,1,0,21
511,-38777.43205209241,-12307.967415763807,402.0,1,0,21
512,-39800.131665419765,-12238.129880152606,403.0,1,0,21
513,-37814.16240355956,-13247.94943089426,403.0,1,0,21
514,-37740.59155214745,-13313.822520721938,404.0,1,0,21
515,-38754.97433517753,-12415.559043301711,404.0,1,0,21
516,-38863.64998227439,-12364.315320027592,404.0,1,0,21
517,-37816.56528667733,-13343.80311631236,405.0,1,0,21
518,-38818.87741900028,-12486.48598458492,406.0,1,0,21
519,-39867.268644330354,-12254.316611063274,407.0,1,0,21
520,-39917.96744465078,-12244.023135730871,407.0,1,0,21
521,-39849.56068092923,-12302.704848878711,407.0,1,0,21
522,-38812.87360914758,-12567.052571549551,408.0,1,0,21
523,-38807.90823379488,-12607.991967634627,408.0,1,0,21
524,-37911.1487431287,-13376.365098239765,409.0,1,0,21
525,-37817.84571655055,-13484.0646127997,409.0,1,0,21
526,-38896.19963629163,-12618.146679455504,409.0,1,0,21
527,-38909.38786502444,-12638.47589785775,409.0,1,0,21
528,-39939.64695583301,-12279.079357122484,410.0,1,0,21
529,-39981.54865791868,-12304.51665196426,410.0,1,0,21
530,-37791.03729559033,-13520.491098373215,410.0,1,0,21
531,-38954.551284756606,-12680.394915985107,410.0,1,0,21
532,-38964.75515806817,-12702.33034773849,410.0,1,0,21
533,-37826.58902877114,-13567.502418329112,411.0,1,0,21
534,-37800.86533496488,-13625.509005878996,411.0,1,0,21
535,-39967.01379305456,-12184.219914005384,412.0,1,0,21
536,-37842.82629278608,-13724.259825789171,412.0,1,0,21
537,-37775.65148623788,-13617.418574160156,412.0,1,0,21
538,-37916.62444884947,-13610.904186137128,412.0,1,0,21
539,-37863.98925445433,-13657.193012790773,412.0,1,0,21
540,-37776.42569803111,-13661.22405220871,412.0,1,0,21
541,-38923.87602087462,-12803.263994526158,412.0,1,0,21
542,-39065.408427464965,-12696.355726986,412.0,1,0,21
543,-38908.38022235052,-12764.836404687425,412.0,1,0,21
546,-37849.84283804056,-13735.229809727964,413.0,1,0,21
547,-39061.55163136267,-12762.216137418667,413.0,1,0,21
548,-39050.0162619862,-12709.625840174273,413.0,1,0,21
551,-39133.98582725905,-12692.279211895262,414.0,1,0,21
552,-39072.36189131141,-12772.59676840942,415.0,1,0,21
554,-39150.8053046648,-12881.464299436964,416.0,1,0,21
555,-39130.88717297288,-12833.61138206335,416.0,1,0,21
556,-39146.73561362753,-12849.163989457313,416.0,1,0,21
558,-37917.686338912215,-13790.907139378938,417.0,1,0,21
559,-39161.90329904184,-12937.730301176303,417.0,1,0,21
562,-39254.52369303202,-12966.661552046304,418.0,1,0,21
563,-39258.00587791944,-12850.635087913382,418.0,1,0,21
564,-39145.9679031335,-13051.855370396645,418.0,1,0,21
566,-37996.167275749176,-13870.962947318094,419.0,1,0,21
567,-37988.680753698136,-13838.36471975611,419.0,1,0,21
568,-39333.025272086576,-12889.89982833152,419.0,1,0,21
569,10468.748988448526,3189.7736997235406,367.0,-1,-1,-1
570,-9064.431132728278,-23889.810570579008,281.0,-1,-1,-1
571,-26112.429251992868,-2352.917221101241,87.0,-1,-1,-1
572,-35060.77344058616,15320.977177682638,384.0,-1,-1,-1
573,-21192.739110420775,-22120.19577901865,395.0,-1,-1,19
574,19104.73563780351,-24681.82308572774,375.0,-1,-1,-1
575,28148.143076596025,21967.86128112208,444.0,-1,1,17
576,7020.111633480628,-28047.82968114372,51.0,-1,11,8
577,-29628.46473494576,-35922.96877645581,39.0,-1,-1,-1
578,5481.926868359013,20252.878879010685,329.0,-1,2,17
579,-35773.76106145232,-16018.060019396962,475.0,-1,-1,-1
580,30215.351196071977,-20321.984232241557,79.0,-1,-1,7
581,32098.01407106637,-4519.802066352335,138.0,-1,10,3
582,10442.729106817118,-11832.445474661828,429.0,-1,-1,-1
583,33284.95390090816,-20642.08306409049,374.0,-1,-1,-1
584,6972.156609634476,-29861.53391757749,389.0,-1,-1,-1
585,26612.82115930342,-37735.00622862508,437.0,-1,-1,-1
586,-20322.69209744781,5985.33968163027,491.0,-1,-1,16
587,-9110.946888359083,-19731.43051516698,385.0,-1,-1,-1
588,-666.4177147665541,-16654.154478738274,334.0,-1,-1,-1
589,-39198.50223763137,-18772.177561808938,132.0,-1,-1,-1
590,35953.68524701016,-35379.73005109671,426.0,-1,-1,-1
